bedroom,bathrooms,area,furnishing,floor_number,parking,powerbackup,gate_community,location,rent,location_encoded,furnishing_encoded
2,2,900.0,Semifurnished,6,1,2,Yes,Mittal Sun Sapphire,21000.0,203,1
3,3,1500.0,Semifurnished,1,0,0,No,Splendor Megapolis,25000.0,301,1
2,2,870.0,Semifurnished,4,1,0,Yes,Sai Paradise,17000.0,285,1
3,3,1450.0,Furnished,1,1,1,Yes,Viman Nagar,20000.0,329,0
2,2,1000.0,Semifurnished,1,1,1,No,Pharande Woodsville,14000.0,244,1
3,3,1454.0,Semifurnished,1,1,2,Yes,Megapolis Sangria Hinjewadi,17000.0,193,1
3,3,1500.0,Furnished,1,0,2,Yes,Amanora Victory Tower,8000.0,20,0
2,2,0.0,Semifurnished,6,2,1,Yes,Gini Bellissimo,20000.0,90,1
3,3,0.0,Furnished,5,1,2,Yes,Goel Ganga Carnation,42000.0,95,0
1,1,0.0,Unfurnished,2,0,0,No,Hadapsar,9000.0,105,2
3,3,0.0,Furnished,4,1,1,No,Kate Puram,25000.0,131,0
1,1,0.0,Unfurnished,2,1,0,No,Lohegaon,7500.0,162,2
2,2,650.0,Semifurnished,3,1,1,Yes,Ravinanda Skylights,12000.0,273,1
1,1,0.0,Unfurnished,0,0,0,No,Manjari Budruk,7500.0,180,2
1,1,550.0,Furnished,3,1,2,Yes,Godrej Horizon,12500.0,93,0
1,1,1200.0,Unfurnished,3,1,0,No,Gokul Nagar,10000.0,102,2
3,3,1580.0,Semifurnished,0,3,1,Yes,Belvalkar Solacia,20000.0,34,1
1,1,0.0,Unfurnished,0,0,0,No,Wadgaon Sheri,10000.0,333,2
3,3,0.0,Semifurnished,1,2,2,Yes,Panchshil Towers,65000.0,232,1
1,1,499.0,Unfurnished,0,0,0,No,Manjari Budruk,5500.0,180,2
2,2,732.0,Semifurnished,5,1,0,Yes,Puranik Aldea Espanola,19000.0,260,1
2,2,1040.56,Unfurnished,9,1,2,Yes,K Raheja Vistas Premiere,23000.0,115,2
2,2,1072.0,Semifurnished,7,1,2,Yes,AWHO Vijay Vihar,17500.0,6,1
2,2,0.0,Semifurnished,1,1,0,Yes,Megapolis Sangria Towers,23000.0,194,1
2,2,850.0,Semifurnished,0,1,0,Yes,Laxmi Nagar,18000.0,159,1
1,1,435.0,Unfurnished,7,1,2,Yes,Amrut Ganga,13000.0,22,2
2,2,710.0,Unfurnished,7,1,2,No,Mantra Moments,11500.0,184,2
1,1,0.0,Unfurnished,1,1,0,No,Tingre Nagar,7000.0,316,2
2,2,775.0,Unfurnished,6,1,2,Yes,Raheja Vista Phase 3,22000.0,265,2
4,4,1950.0,Semifurnished,1,2,2,Yes,Kolte Patil 24K Opula,56000.0,141,1
2,2,0.0,Semifurnished,3,1,0,No,Tingre Nagar,17000.0,316,1
1,1,500.0,Unfurnished,1,0,0,No,Sainath Nagar,7000.0,288,2
2,2,0.0,Furnished,2,1,2,Yes,Kukreja Heritage,24000.0,150,0
3,3,1400.0,Unfurnished,6,1,2,Yes,Pristine Prism,28000.0,257,2
2,2,630.0,Semifurnished,8,1,0,Yes,Gandhi Bafna Ayaan,18000.0,81,1
1,1,0.0,Semifurnished,5,0,0,No,Kothrud,14000.0,149,1
2,2,1000.0,Furnished,2,1,0,Yes,Rahul Cooperative Housing Society,28000.0,267,0
2,2,54.3,Semifurnished,1,1,2,No,TCG The Cliff Garden,17000.0,307,1
2,2,0.0,Semifurnished,4,1,1,Yes,Rohan Mithila,24000.0,278,1
1,1,495.0,Unfurnished,1,1,2,Yes,Paranjape Blue Ridge,10000.0,236,2
3,3,1450.0,Furnished,7,1,2,Yes,Gami Koregaon,35000.0,80,0
1,1,450.0,Furnished,1,0,0,Yes,Thite Nagar,7000.0,315,0
3,2,1800.0,Unfurnished,0,2,0,No,Thite Nagar,35000.0,315,2
1,1,0.0,Furnished,9,1,2,Yes,Amanora Park Town,19000.0,18,0
3,2,1200.0,Unfurnished,1,1,0,Yes,Vilas Javdekar Yashwin Hinjewadi,20000.0,327,2
1,1,560.0,Unfurnished,4,1,2,No,Dorabjee Enclave,13000.0,62,2
2,2,800.0,Furnished,1,1,2,Yes,Kalpataru Serenity,19000.0,122,0
4,5,2000.0,Furnished,6,2,2,Yes,Kolte Patil 24K Glitterati,69000.0,140,0
2,2,850.0,Unfurnished,5,1,0,No,Bella Casa Baner,17000.0,33,2
2,2,810.0,Unfurnished,3,1,2,Yes,Raheja Vista Phase 3,20000.0,265,2
2,2,0.0,Semifurnished,4,1,1,Yes,Suncity Township,17000.0,305,1
3,3,0.0,Semifurnished,1,0,0,No,Wakad,30000.0,335,1
1,1,0.0,Unfurnished,1,1,1,Yes,Mantra 24 West,9000.0,182,2
3,3,1300.0,Unfurnished,1,1,2,Yes,Mittal Sun Sapphire,26000.0,203,2
2,2,755.0,Furnished,1,1,2,Yes,Hill Shire,18000.0,108,0
1,1,0.0,Unfurnished,2,1,0,No,Nivasa Udaan,11000.0,216,2
3,3,1024.0,Semifurnished,1,1,2,Yes,Hill Shire,17000.0,108,1
1,1,0.0,Unfurnished,0,1,0,Yes,Chandan Nagar,13000.0,48,2
2,2,0.0,Furnished,4,1,2,Yes,Magarpatta Cosmos Apartment,20000.0,170,0
2,2,0.0,Semifurnished,9,1,0,No,Wagholi,15500.0,334,1
2,2,970.0,Semifurnished,4,1,2,No,Nandan Inspera,18000.0,208,1
3,3,1495.0,Furnished,4,1,2,Yes,Megapolis Sangria Towers,25000.0,194,0
2,1,0.0,Unfurnished,0,1,0,No,Vadgaon Sheri,15000.0,320,2
2,2,1000.0,Unfurnished,9,1,0,Yes,Amanora Future Towers,21000.0,15,2
2,2,70.0,Unfurnished,8,1,2,Yes,TCG The Cliff Garden,13000.0,307,2
2,2,0.0,Semifurnished,1,1,1,Yes,Bhandari Savannah,13500.0,37,1
1,1,450.0,Unfurnished,1,1,0,No,Kolte Patil Life Republic,11000.0,145,2
2,2,800.0,Unfurnished,5,1,0,No,Citadel Enclave Ghorpadi,18000.0,49,2
2,2,1000.0,Unfurnished,6,1,2,Yes,Elina Living,18000.0,66,2
2,2,907.0,Unfurnished,7,1,1,Yes,Bramhacorp F Residences,25500.0,45,2
2,2,825.0,Unfurnished,8,1,2,Yes,Alcon Renaissant,20000.0,14,2
1,1,0.0,Unfurnished,0,1,0,No,Sai Satyam Park,6500.0,287,2
1,1,650.0,Furnished,1,0,1,Yes,Suncity Township,14000.0,305,0
3,3,1350.0,Unfurnished,2,1,2,Yes,Rohan Tarang,25500.0,279,2
2,1,0.0,Semifurnished,1,0,0,No,Bhairav Nagar,12000.0,35,1
2,1,0.0,Semifurnished,0,1,0,No,Nigdi,16000.0,214,1
3,3,1300.0,Furnished,2,1,2,Yes,Paranjape Blue Ridge,25000.0,236,0
4,5,2100.0,Unfurnished,5,2,1,Yes,Tuscan Estate Signature Meadows,41500.0,318,2
1,1,600.0,Unfurnished,5,0,2,No,Goel Hari Ganga,16000.0,100,2
2,2,0.0,Semifurnished,4,1,1,No,GK Vedanta,24000.0,78,1
2,2,0.0,Unfurnished,3,0,0,No,Hadapsar,12000.0,105,2
2,2,732.0,Semifurnished,5,1,0,Yes,Puranik Aldea Espanola,19000.0,260,1
2,2,0.0,Semifurnished,1,0,0,No,Dhanori,14000.0,59,1
1,1,0.0,Unfurnished,0,0,0,No,Gokul Nagar,5500.0,102,2
3,4,1400.0,Furnished,8,2,1,Yes,Lunkad Sky Vie,62000.0,164,0
2,2,0.0,Semifurnished,8,1,0,No,Kalpataru Harmony,22000.0,121,1
2,2,0.0,Furnished,4,1,0,No,ITrend Homes,25000.0,110,0
2,2,700.0,Furnished,9,1,2,No,Kohinoor Tinsel County,18000.0,136,0
3,3,0.0,Furnished,1,1,0,No,AWHO Vijay Vihar,35000.0,6,0
3,3,1200.0,Unfurnished,5,1,2,Yes,Clover Village,36000.0,52,2
2,2,900.0,Unfurnished,5,1,2,Yes,Nandan Inspera,17000.0,208,2
2,2,0.0,Unfurnished,0,0,0,No,Kothrud,18000.0,149,2
1,1,495.0,Furnished,1,1,0,Yes,Lodha Belmondo,17000.0,161,0
1,1,500.0,Semifurnished,2,0,0,Yes,Raag Villas,17500.0,263,1
2,2,0.0,Furnished,5,1,0,Yes,Paranjape Yuthika,35000.0,237,0
2,2,0.0,Semifurnished,4,1,0,No,Rohan Tarang,20000.0,279,1
1,1,0.0,Unfurnished,0,1,0,Yes,Wadgaon Sheri,11000.0,333,2
1,2,0.0,Semifurnished,2,1,0,No,Mahindra Antheia,18000.0,174,1
1,1,0.0,Semifurnished,3,0,0,No,Hadapsar,6000.0,105,1
1,1,0.0,Unfurnished,0,0,0,No,Kalewadi,8500.0,119,2
1,1,450.0,Unfurnished,1,1,0,No,Xrbia City,5500.0,338,2
2,2,0.0,Furnished,1,0,0,No,Kalyani Nagar,35000.0,125,0
2,2,880.0,Unfurnished,4,1,1,No,Paranjape Azure,17000.0,235,2
1,1,470.0,Unfurnished,1,1,1,Yes,Duville Riverdale Heights,18000.0,65,2
1,1,439.0,Semifurnished,2,1,2,Yes,Paranjape Blue Ridge,10500.0,236,1
1,1,500.0,Unfurnished,2,1,0,No,On Req,8500.0,226,2
3,3,0.0,Unfurnished,1,2,0,No,Panchshil Towers,50000.0,232,2
2,2,700.0,Unfurnished,2,1,0,No,Neo City,10500.0,212,2
3,3,1010.0,Unfurnished,4,2,1,Yes,Goel Ganga Constella,21000.0,96,2
2,1,0.0,Unfurnished,0,1,0,No,Wadgaon Sheri,17000.0,333,2
2,2,40.82,Semifurnished,3,1,2,No,Nyati Elan,12500.0,217,1
1,1,575.0,Unfurnished,7,1,2,Yes,Magarpatta Annex,15000.0,166,2
3,2,0.0,Unfurnished,5,1,1,Yes,Sai Sanskruti,13000.0,286,2
1,1,0.0,Unfurnished,1,1,0,Yes,Dreams Aakruti,10500.0,63,2
2,2,0.0,Semifurnished,1,1,0,Yes,Arihant Venkateshwara Green City,13500.0,24,1
1,2,600.0,Furnished,3,1,0,Yes,Sanskriti Housing Society,16000.0,291,0
2,2,425.0,Unfurnished,4,1,0,No,Xrbia Hinjewadi,6500.0,339,2
2,2,789.0,Unfurnished,4,1,1,Yes,Rohan Mithila,20000.0,278,2
2,2,545.0,Semifurnished,4,1,1,Yes,BA Vermont,15000.0,30,1
1,1,0.0,Unfurnished,0,0,0,No,Sukhsagar Nagar,7500.0,304,2
3,3,1150.0,Semifurnished,1,1,2,Yes,Nyati Equatorial,25000.0,219,1
1,1,0.0,Unfurnished,0,2,0,Yes,Adarsh Colony,13000.0,8,2
1,1,555.0,Unfurnished,0,0,0,No,Thite Nagar,10100.0,315,2
2,2,700.0,Unfurnished,2,1,2,Yes,Arihant Venkateshwara Green City,12000.0,24,2
2,2,0.0,Semifurnished,1,1,1,Yes,Amanora Trendy Homes,25000.0,19,1
2,2,810.0,Unfurnished,5,1,1,Yes,Bramha Majestic,20000.0,42,2
1,1,0.0,Unfurnished,0,0,0,Yes,Adarsh Colony,13000.0,8,2
3,3,1500.0,Unfurnished,1,1,1,Yes,Kalpataru Harmony,27500.0,121,2
1,1,24.3,Unfurnished,1,1,1,No,Mantra 7 Hills,6000.0,183,2
1,1,0.0,Semifurnished,0,0,0,No,Hadapsar,4000.0,105,1
3,1,0.0,Unfurnished,0,1,0,Yes,Manjari Budruk,5000.0,180,2
2,2,0.0,Furnished,7,1,2,Yes,Kukreja Heritage,22000.0,150,0
2,2,835.0,Unfurnished,6,1,2,Yes,Atria Grande,14000.0,26,2
3,3,1250.0,Unfurnished,2,1,1,Yes,Nyati Elysia,27500.0,218,2
2,2,730.0,Semifurnished,2,1,2,Yes,Rohan Abhilasha,13200.0,276,1
1,1,700.0,Furnished,2,1,0,Yes,nul,17000.0,341,0
2,2,1050.0,Semifurnished,0,1,2,Yes,K Raheja Vistas Premiere,30000.0,115,1
2,2,1128.0,Semifurnished,4,1,2,Yes,Amanora Future Towers,26000.0,15,1
2,2,745.0,Semifurnished,3,1,2,Yes,Kumar Pebble Park,11000.0,154,1
2,2,0.0,Unfurnished,1,1,0,No,Geras Adara,15000.0,87,2
4,4,3000.0,Semifurnished,0,2,0,No,Request,24768.73599,275,1
4,4,2000.0,Furnished,1,1,2,Yes,Lodha Belmondo,72000.0,161,0
2,2,810.0,Semifurnished,9,1,1,Yes,RajHeramba Venkatesh Imperia,11500.0,268,1
1,1,0.0,Unfurnished,5,1,2,Yes,Megapolis Sparklet,12000.0,195,2
1,1,0.0,Semifurnished,1,1,0,No,Hadapsar,5000.0,105,1
2,2,950.0,Semifurnished,4,1,2,Yes,Goel Ganga Constella,17000.0,96,1
1,1,0.0,Semifurnished,2,0,0,No,On req,8000.0,227,1
2,2,0.0,Unfurnished,1,1,1,Yes,Kohinoor Tinsel County,15000.0,136,2
2,2,900.0,Unfurnished,6,1,2,Yes,Margosa heights,12000.0,185,2
2,2,800.0,Unfurnished,4,1,1,Yes,Ravinanda Skylights,11000.0,273,2
2,2,980.0,Unfurnished,7,1,1,No,Rohan Abhilasha,12000.0,276,2
2,2,1034.0,Unfurnished,5,1,2,Yes,Elina Living,20000.0,66,2
2,1,0.0,Semifurnished,1,1,0,No,Baner,20000.0,31,1
3,3,1350.0,Furnished,2,0,1,Yes,Paranjape Blue Ridge,9000.0,236,0
2,2,1150.0,Semifurnished,2,2,0,Yes,GK Roseland Residency,21000.0,75,1
2,2,850.0,Unfurnished,1,1,1,Yes,Kolte Patil Ivy Apartments,16800.0,144,2
3,3,1300.0,Furnished,5,1,1,Yes,Hermes Heritage,30000.0,107,0
2,2,1050.0,Semifurnished,9,1,1,Yes,Sanskriti Housing Society,22000.0,291,1
1,1,550.0,Unfurnished,2,1,0,Yes,Tejaswini Housing Society,10000.0,312,2
3,3,1200.0,Semifurnished,5,1,2,Yes,Goel Ganga Constella,22000.0,96,1
2,2,850.0,Semifurnished,1,2,1,Yes,Gera Park View 1,22000.0,86,1
3,3,1280.0,Unfurnished,6,1,1,Yes,Pudumjee Greens,28000.0,259,2
3,3,0.0,Furnished,9,1,2,Yes,Panchshil Towers,55000.0,232,0
2,2,750.0,Semifurnished,4,1,2,Yes,Nanded City,16500.0,209,1
2,2,889.0,Furnished,9,1,0,Yes,Kolte Patil Life Republic,18000.0,145,0
1,1,450.0,Semifurnished,1,1,0,No,Kalpataru Serenity,15000.0,122,1
1,1,650.0,Furnished,4,1,1,Yes,Rohan Mithila,24000.0,278,0
2,2,1050.0,Semifurnished,6,1,1,Yes,Panchshil Satellite Towers,40000.0,231,1
2,2,1000.0,Semifurnished,5,1,1,Yes,Paranjape Yuthika,25000.0,237,1
3,3,1415.0,Furnished,1,1,2,Yes,Sanskriti Housing Society,25000.0,291,0
3,3,1112.0,Unfurnished,3,1,2,Yes,Splendor Megapolis,26000.0,301,2
1,2,444.0,Unfurnished,3,1,0,No,Kohinoor Tinsel County,13000.0,136,2
1,1,0.0,Unfurnished,0,0,0,No,Kharadi,6000.0,134,2
1,1,600.0,Unfurnished,0,0,0,No,Kharadi,8000.0,134,2
1,2,380.0,Semifurnished,1,1,1,Yes,Siddhashila Eela,11500.0,296,1
1,1,492.0,Semifurnished,1,1,0,No,Nivasa Udaan,13500.0,216,1
2,2,900.0,Semifurnished,6,1,2,No,Rohan Mithila,28000.0,278,1
2,2,550.0,Unfurnished,4,1,0,No,Venkatesh Oxy Ultima,11000.0,326,2
2,2,950.0,Furnished,2,1,0,No,Clover Highlands,40000.0,51,0
2,2,0.0,Furnished,1,1,2,Yes,Magarpatta City Jasminium,28000.0,169,0
2,1,0.0,Semifurnished,1,1,0,No,Lohegaon,8500.0,162,1
2,2,900.0,Semifurnished,4,1,2,Yes,Magarpatta City Jasminium,24000.0,169,1
3,3,1400.0,Semifurnished,1,1,2,Yes,Ganga Platino,30000.0,82,1
3,2,1000.0,Unfurnished,2,1,1,Yes,Duville Riverdale Heights,23000.0,65,2
1,1,495.0,Semifurnished,6,1,1,Yes,Karia Konark Campus,17000.0,126,1
1,1,435.0,Unfurnished,4,1,2,Yes,Paranjape Blue Ridge,10000.0,236,2
2,2,1000.0,Furnished,1,2,0,Yes,Rahul Cooperative Housing Society,25500.0,267,0
3,3,0.0,Semifurnished,3,2,1,Yes,Tuscan Estate Signature Meadows,26000.0,318,1
4,3,2000.0,Semifurnished,1,1,0,No,Kalpataru Splendour,30000.0,123,1
3,3,1360.0,Furnished,1,1,2,No,Elina Living,30000.0,66,0
2,2,850.0,Semifurnished,9,1,1,Yes,Paranjape Yuthika,23500.0,237,1
3,2,1215.0,Unfurnished,1,1,1,Yes,Nyati Estate,16000.0,220,2
2,2,650.0,Unfurnished,7,1,0,No,Gandhi Bafna Ayaan,17500.0,81,2
2,2,0.0,Semifurnished,8,1,0,No,TCG The Cliff Garden,13500.0,307,1
3,3,1300.0,Unfurnished,3,1,2,Yes,Sudhir Mandke Advantage Homes,26000.0,303,2
1,1,720.0,Semifurnished,3,0,0,No,Madhuban Society,16000.0,165,1
2,2,820.0,Semifurnished,5,0,2,Yes,Godrej Infinity,19000.0,94,1
1,1,480.0,Furnished,2,1,1,Yes,Gemini Grand Bay,14000.0,84,0
2,2,0.0,Furnished,1,1,0,No,Megapolis Sparklet,20000.0,195,0
1,1,0.0,Unfurnished,0,1,0,No,Wadgaon Sheri,9000.0,333,2
2,2,1262.0,Unfurnished,1,1,2,Yes,Lodha Belmondo,26000.0,161,2
2,2,2400.0,Unfurnished,0,1,2,Yes,Clover Highlands,24000.0,51,2
2,2,0.0,Semifurnished,2,1,0,Yes,Kolte Patil Life Republic,15999.0,145,1
2,2,945.0,Unfurnished,1,1,0,Yes,Siddhi The Address,14000.0,297,2
1,1,0.0,Unfurnished,3,0,0,No,Manjari Budruk,6000.0,180,2
2,2,863.0,Unfurnished,3,1,2,Yes,Pristine Prolife,15000.0,258,2
2,2,59.04,Semifurnished,1,2,0,Yes,Nyati Elysia,22000.0,218,1
1,1,0.0,Semifurnished,4,0,0,No,on req,10000.0,342,1
1,1,450.0,Unfurnished,0,0,0,No,Wadgaon Sheri,9000.0,333,2
1,1,0.0,Unfurnished,1,1,0,No,On req,7500.0,227,2
2,2,0.0,Semifurnished,5,1,0,No,Marvel Ganga Fria Phase 1,20000.0,190,1
2,2,0.0,Semifurnished,2,0,0,No,Dhankawadi,11500.0,58,1
1,1,492.0,Semifurnished,3,1,2,Yes,Goel Ganga Legend County,15000.0,97,1
3,3,1154.0,Furnished,5,1,2,Yes,Mittal Sun Grandeur,29500.0,202,0
1,1,0.0,Semifurnished,0,0,0,No,Chandan Nagar,10000.0,48,1
1,1,420.0,Unfurnished,1,1,2,Yes,Kumar Paradise,12000.0,152,2
1,2,34.13,Semifurnished,1,1,0,No,Vilas Yashone,5900.0,328,1
2,2,780.0,Furnished,7,1,2,Yes,Magarpatta Annex,19000.0,166,0
3,3,1425.0,Semifurnished,1,1,1,Yes,Goel Ganga Constella,30000.0,96,1
2,2,735.0,Semifurnished,3,1,0,No,Tata La Montana,8500.0,310,1
2,2,0.0,Semifurnished,4,1,0,Yes,Parmar Marudhar Residency,24000.0,238,1
2,2,750.0,Unfurnished,7,1,2,Yes,Magarpatta Cosmos Apartment,13000.0,170,2
2,2,1150.0,Furnished,2,1,1,Yes,Goel Ganga Satellite,25000.0,99,0
3,3,1655.0,Semifurnished,7,1,2,Yes,Marvel Arco,35000.0,187,1
3,3,0.0,Unfurnished,1,2,2,No,Panchshil Towers,52000.0,232,2
2,2,0.0,Semifurnished,7,1,2,Yes,Kumar Park Infinia,12000.0,153,1
2,1,0.0,Semifurnished,0,1,0,No,Kalwad Wasti,18000.0,124,1
3,3,1200.0,Unfurnished,4,1,2,Yes,Mittal Parkwayz,19000.0,200,2
2,2,0.0,Unfurnished,4,0,0,Yes,Global E Homes,13500.0,92,2
2,2,950.0,Unfurnished,9,1,2,Yes,Magarpatta Cosmos Apartment,18000.0,170,2
2,2,890.0,Semifurnished,3,1,2,Yes,Pride Purple Park Ivory,26000.0,251,1
1,2,550.0,Furnished,5,0,1,Yes,Citadel Enclave Ghorpadi,18000.0,49,0
1,1,581.0,Unfurnished,0,1,0,No,Vadgaon Sheri,12100.0,320,2
3,2,1500.0,Furnished,4,2,0,Yes,Fortune East Society,33000.0,71,0
2,2,0.0,Semifurnished,1,1,0,No,Acropolis Purple Nine Hills,21000.0,7,1
2,2,900.0,Unfurnished,2,1,1,Yes,Bella Casa Baner,16000.0,33,2
2,2,651.0,Unfurnished,6,1,2,Yes,Swaraj Residency,12000.0,306,2
1,1,0.0,Semifurnished,3,0,0,Yes,Kumar Samruddhi,14000.0,157,1
2,2,900.0,Unfurnished,2,1,0,No,Kohinoor Tinsel Town,15000.0,137,2
2,2,850.0,Semifurnished,4,1,1,Yes,Kumar Kruti,23000.0,151,1
2,2,1050.0,Semifurnished,6,1,1,Yes,Raheja Vistas Phase 2,18000.0,266,1
4,5,0.0,Unfurnished,9,1,2,Yes,Kolte Patil 24K Glitterati,70000.0,140,2
2,2,950.0,Semifurnished,6,0,1,Yes,Siddhi The Address,16500.0,297,1
1,1,500.0,Unfurnished,2,1,2,Yes,Shanta Niketan Housing Society,12000.0,294,2
3,2,1200.0,Semifurnished,2,1,2,Yes,Paranjape Yuthika,30000.0,237,1
2,2,0.0,Unfurnished,1,1,0,No,Pharande Woodsville,15000.0,244,2
3,3,0.0,Semifurnished,2,1,0,No,Kolte Patil Life Republic,24000.0,145,1
2,2,915.0,Semifurnished,9,1,1,Yes,7 Plumeria Drive,17000.0,1,1
1,1,450.0,Unfurnished,4,1,1,Yes,Raheja Vista Phase 3,12500.0,265,2
2,2,795.0,Furnished,1,1,2,Yes,Kumar Kruti,40000.0,151,0
1,1,450.0,Unfurnished,5,1,1,Yes,Devi Sacred Heart Town,15000.0,57,2
1,1,280.0,Unfurnished,7,1,1,Yes,Xrbia City,5000.0,338,2
2,2,780.0,Semifurnished,1,1,2,Yes,GK Vedanta,18000.0,78,1
2,2,1000.0,Semifurnished,2,2,0,Yes,Rahul Cooperative Housing Society,22000.0,267,1
2,2,750.0,Semifurnished,5,1,0,No,5 Star Royal Entrada,19000.0,0,1
2,3,850.0,Semifurnished,7,1,1,Yes,GK Roseland Residency,18000.0,75,1
2,2,960.0,Unfurnished,8,1,1,Yes,Ganga Platino,25000.0,82,2
1,1,550.0,Furnished,3,1,1,Yes,Pride Regency,20000.0,254,0
3,3,0.0,Furnished,1,1,2,Yes,Global E Homes,40000.0,92,0
5,5,5000.0,Unfurnished,0,1,0,Yes,Kalyani Nagar,24768.73599,125,2
2,2,715.0,Unfurnished,8,1,1,No,Mittal Arc Vista,17000.0,199,2
1,1,0.0,Unfurnished,0,1,0,No,Sasane Nagar,9500.0,292,2
2,2,0.0,Semifurnished,1,1,1,Yes,Mont Vert Seville,21000.0,204,1
2,2,1010.0,Semifurnished,8,1,2,Yes,Ganga Platino,25000.0,82,1
3,2,970.0,Unfurnished,3,1,1,Yes,Amanora Trendy Homes,25000.0,19,2
2,2,889.0,Unfurnished,1,1,2,Yes,Kolte Patil Life Republic,14000.0,145,2
2,2,850.0,Semifurnished,7,1,0,No,Aishwaryam Ventures,20000.0,12,1
1,1,500.0,Furnished,1,1,0,Yes,Rahul Cooperative Housing Society,18000.0,267,0
2,2,760.0,Semifurnished,1,1,1,No,Megapolis Sparklet,17000.0,195,1
1,1,0.0,Semifurnished,0,0,0,Yes,Chandan Nagar,7200.0,48,1
2,2,800.0,Unfurnished,4,1,1,Yes,Rama Capriccio,15000.0,271,2
1,1,0.0,Unfurnished,0,1,0,No,Tingre Nagar,8500.0,316,2
3,3,0.0,Unfurnished,6,1,2,Yes,Goel Ganga Satellite,35000.0,99,2
3,3,1500.0,Semifurnished,6,1,0,No,Pristine Prolife,24000.0,258,1
3,2,960.0,Semifurnished,6,1,1,Yes,Kumar Kruti,28000.0,151,1
2,2,950.0,Unfurnished,1,1,1,Yes,Pristine Prolife,20000.0,258,2
1,1,0.0,Unfurnished,1,0,0,No,Bavdhan,9000.0,32,2
1,1,0.0,Unfurnished,4,1,0,No,Kharadi,15000.0,134,2
2,2,419.0,Unfurnished,4,0,0,Yes,Xrbia City,8000.0,338,2
1,1,550.0,Unfurnished,8,1,0,Yes,Dheeraj Jade Residences,9500.0,60,2
2,2,0.0,Unfurnished,1,1,0,No,Kharadi,35000.0,134,2
2,2,980.0,Unfurnished,1,1,1,Yes,Dreams Aakruti,14000.0,63,2
2,2,0.0,Unfurnished,3,1,0,Yes,Mantra 7 Hills,7000.0,183,2
3,3,1300.0,Semifurnished,9,1,0,No,Bramhacorp F Residences,50000.0,45,1
1,1,472.0,Unfurnished,3,1,0,No,Nanded City,10000.0,209,2
3,3,1158.0,Semifurnished,2,1,2,No,Kolte Patil Western Avenue,26000.0,146,1
2,3,0.0,Unfurnished,0,2,0,No,Dhankawadi,22000.0,58,2
2,1,0.0,Unfurnished,0,2,0,No,Nigdi,16000.0,214,2
2,2,850.0,Unfurnished,3,1,2,Yes,Raheja Vista Phase 3,16000.0,265,2
2,1,686.0,Unfurnished,4,1,0,Yes,On req,13500.0,227,2
1,1,440.0,Unfurnished,2,1,2,Yes,Paranjape Blue Ridge,10000.0,236,2
3,4,0.0,Furnished,0,1,0,No,Viman Nagar,55000.0,329,0
4,4,3000.0,Furnished,1,2,2,Yes,Request,24768.73599,275,0
2,2,0.0,Furnished,8,1,0,No,Rohan Abhilasha,18000.0,276,0
2,2,780.0,Unfurnished,3,1,0,No,Mahesh Society,17000.0,173,2
1,1,0.0,Unfurnished,0,0,0,No,Wadgaon Sheri,9000.0,333,2
3,3,0.0,Semifurnished,7,1,0,No,Paranjape Yuthika,32000.0,237,1
1,1,0.0,Unfurnished,3,1,1,Yes,Hermes Heritage,15000.0,107,2
1,1,0.0,Semifurnished,1,0,0,No,Laxmi Nagar,8000.0,159,1
2,2,845.0,Unfurnished,6,1,2,Yes,Rohan Abhilasha,14000.0,276,2
2,2,890.0,Unfurnished,1,1,2,Yes,Aishwaryam Courtyard,15000.0,10,2
1,1,0.0,Furnished,3,1,0,No,Leisure Town,22000.0,160,0
4,5,0.0,Semifurnished,1,4,2,Yes,Panchshil One North,24768.73599,230,1
3,2,1000.0,Unfurnished,0,1,2,Yes,Xrbia City,18000.0,338,2
2,1,0.0,Semifurnished,0,0,0,No,Karve Nagar,18000.0,129,1
2,2,753.0,Unfurnished,3,1,2,Yes,ARV New Town,12000.0,5,2
3,3,1200.0,Unfurnished,7,1,2,Yes,Clover Village,34000.0,52,2
1,1,530.0,Semifurnished,5,1,2,Yes,Bhandari Savannah,9500.0,37,1
2,2,755.0,Unfurnished,4,1,1,No,Nyati Estate,14000.0,220,2
2,2,855.0,Semifurnished,1,1,1,Yes,Megapolis Splendour,16000.0,196,1
1,1,400.0,Unfurnished,7,1,1,Yes,Mantra 7 Hills,7000.0,183,2
2,2,800.0,Semifurnished,7,1,2,Yes,Essen Aishwaryam Comfort,18500.0,67,1
2,2,0.0,Semifurnished,6,1,2,Yes,Magarpatta City Jasminium,25000.0,169,1
2,2,990.0,Semifurnished,6,1,2,No,Flower Valley Apartment,25000.0,68,1
3,2,0.0,Semifurnished,3,1,0,No,Xrbia City,12000.0,338,1
3,3,1360.0,Unfurnished,5,1,2,No,Raheja Vistas Phase 2,24000.0,266,2
2,2,1000.0,Semifurnished,5,1,1,Yes,Alcon Renaissant,25000.0,14,1
1,1,300.0,Semifurnished,1,1,0,No,Bhosari,3500.0,38,1
1,1,500.0,Unfurnished,3,1,2,Yes,Kalpataru Estate,15500.0,120,2
2,2,760.0,Furnished,1,1,1,Yes,GK Dwarkadheesh Residency,18500.0,73,0
1,1,480.0,Semifurnished,9,1,2,Yes,Megapolis Sparklet,11000.0,195,1
